,call_sign,ID,coef,d/n,max_speed,max_dir,avg_speed,avg_dir,month
4790,14737KABE,ABE2001120412131713,0.094,D,175.0,3.0,156.0,3.0,12
4791,14737KABE,ABE2001120412141714,0.095,D,157.0,2.0,133.0,2.0,12
4792,14737KABE,ABE2001120412151715,0.091,D,151.0,2.0,181.0,4.0,12
4793,14737KABE,ABE2001120412161716,0.094,D,174.0,3.0,191.0,5.0,12
4795,14737KABE,ABE2001120412181718,0.094,D,195.0,3.0,190.0,3.0,12
4797,14737KABE,ABE2001120412201720,0.09699999999999999,D,185.0,4.0,193.0,5.0,12
4798,14737KABE,ABE2001120412211721,0.08900000000000001,D,200.0,5.0,199.0,5.0,12
4799,14737KABE,ABE2001120412221722,0.086,D,205.0,4.0,190.0,3.0,12
4800,14737KABE,ABE2001120412231723,0.084,D,195.0,3.0,162.0,4.0,12
4801,14737KABE,ABE2001120412241724,0.08800000000000001,D,168.0,4.0,146.0,5.0,12
4802,14737KABE,ABE2001120412251725,0.087,D,155.0,5.0,158.0,5.0,12
4803,14737KABE,ABE2001120412261726,0.086,D,162.0,4.0,163.0,5.0,12
4804,14737KABE,ABE2001120412271727,0.085,D,161.0,4.0,154.0,3.0,12
4805,14737KABE,ABE2001120412281728,0.083,D,156.0,3.0,162.0,2.0,12
4806,14737KABE,ABE2001120412291729,0.08,D,165.0,2.0,176.0,3.0,12
4809,14737KABE,ABE2001120412321732,0.092,D,204.0,3.0,165.0,3.0,12
4810,14737KABE,ABE2001120412331733,0.095,D,188.0,2.0,145.0,3.0,12
4811,14737KABE,ABE2001120412341734,0.09300000000000001,D,202.0,2.0,191.0,3.0,12
4817,14737KABE,ABE2001120412401740,0.102,D,216.0,2.0,192.0,3.0,12
4818,14737KABE,ABE2001120412411741,0.098,D,188.0,3.0,182.0,5.0,12
4819,14737KABE,ABE2001120412421742,0.099,D,187.0,3.0,194.0,3.0,12
4834,14737KABE,ABE2001120412571757,0.066,D,206.0,4.0,173.0,3.0,12
4849,14737KABE,ABE2001120413121812,0.073,D,180.0,2.0,187.0,4.0,12
4850,14737KABE,ABE2001120413131813,0.079,D,188.0,2.0,179.0,2.0,12
4874,14737KABE,ABE2001120413371837,0.077,D,192.0,1.0,153.0,1.0,12
4875,14737KABE,ABE2001120413381838,0.07400000000000001,D,154.0,1.0,169.0,2.0,12
4901,14737KABE,ABE2001120414041904,0.07200000000000001,D,232.0,3.0,186.0,3.0,12
4902,14737KABE,ABE2001120414051905,0.069,D,200.0,3.0,190.0,3.0,12
4905,14737KABE,ABE2001120414081908,0.073,D,205.0,2.0,194.0,2.0,12
5093,14737KABE,ABE2001120418382338,0.10099999999999999,N,201.0,5.0,196.0,5.0,12
5095,14737KABE,ABE2001120418402340,0.098,N,204.0,5.0,199.0,6.0,12
5110,14737KABE,ABE2001120418552355,0.105,N,214.0,3.0,188.0,3.0,12
5111,14737KABE,ABE2001120418562356,0.105,N,199.0,3.0,190.0,3.0,12
5112,14737KABE,ABE2001120418572357,0.105,N,192.0,3.0,196.0,3.0,12
5115,14737KABE,ABE2001120419000000,0.11,N,205.0,3.0,196.0,3.0,12
5116,14737KABE,ABE2001120419010001,0.111,N,196.0,3.0,181.0,3.0,12
5117,14737KABE,ABE2001120419020002,0.11,N,184.0,3.0,181.0,3.0,12
5118,14737KABE,ABE2001120419030003,0.11,N,181.0,2.0,181.0,2.0,12
5119,14737KABE,ABE2001120419040004,0.11,N,181.0,2.0,181.0,2.0,12
5281,14737KABE,ABE2001120421460246,0.124,N,219.0,0.0,163.0,0.0,12
5335,14737KABE,ABE2001120422400340,0.11699999999999999,N,229.0,3.0,197.0,3.0,12
5336,14737KABE,ABE2001120422410341,0.12,N,206.0,3.0,199.0,4.0,12
5337,14737KABE,ABE2001120422420342,0.122,N,194.0,4.0,193.0,4.0,12
5338,14737KABE,ABE2001120422430343,0.121,N,188.0,3.0,179.0,4.0,12
5339,14737KABE,ABE2001120422440344,0.113,N,174.0,3.0,161.0,3.0,12
5340,14737KABE,ABE2001120422450345,0.11,N,172.0,3.0,178.0,3.0,12
5341,14737KABE,ABE2001120422460346,0.11199999999999999,N,175.0,3.0,191.0,3.0,12
5342,14737KABE,ABE2001120422470347,0.11599999999999999,N,168.0,2.0,141.0,2.0,12
5343,14737KABE,ABE2001120422480348,0.12,N,183.0,1.0,165.0,1.0,12
5344,14737KABE,ABE2001120422490349,0.11800000000000001,N,183.0,0.0,148.0,1.0,12
5345,14737KABE,ABE2001120422500350,0.115,N,146.0,0.0,140.0,1.0,12
5346,14737KABE,ABE2001120422510351,0.113,N,121.0,0.0,112.0,0.0,12
5352,14737KABE,ABE2001120422570357,0.105,N,105.0,1.0,128.0,2.0,12
5353,14737KABE,ABE2001120422580358,0.106,N,120.0,1.0,108.0,1.0,12
5410,14737KABE,ABE2001120423550455,0.114,N,217.0,1.0,197.0,1.0,12
5411,14737KABE,ABE2001120423560456,0.11599999999999999,N,201.0,1.0,185.0,2.0,12
5412,14737KABE,ABE2001120423570457,0.11800000000000001,N,188.0,2.0,184.0,2.0,12
5413,14737KABE,ABE2001120423580458,0.115,N,184.0,2.0,180.0,2.0,12
5414,14737KABE,ABE2001120423590459,0.113,N,185.0,2.0,189.0,2.0,12
5429,14737KABE,ABE2001120500140514,0.179,N,201.0,1.0,180.0,1.0,12
5430,14737KABE,ABE2001120500150515,0.14400000000000002,N,189.0,1.0,190.0,2.0,12
5431,14737KABE,ABE2001120500160516,0.126,N,183.0,2.0,183.0,2.0,12
5432,14737KABE,ABE2001120500170517,0.122,N,183.0,2.0,184.0,2.0,12
5433,14737KABE,ABE2001120500180518,0.12,N,180.0,2.0,178.0,3.0,12
5434,14737KABE,ABE2001120500190519,0.11900000000000001,N,173.0,2.0,185.0,3.0,12
5435,14737KABE,ABE2001120500200520,0.12,N,178.0,3.0,196.0,5.0,12
5436,14737KABE,ABE2001120500210521,0.10800000000000001,N,185.0,4.0,184.0,4.0,12
5437,14737KABE,ABE2001120500220522,0.107,N,182.0,3.0,175.0,4.0,12
5438,14737KABE,ABE2001120500230523,0.113,N,186.0,3.0,191.0,4.0,12
5554,14737KABE,ABE2001120502190719,0.105,N,120.0,1.0,118.0,1.0,12
5555,14737KABE,ABE2001120502200720,0.102,N,120.0,1.0,125.0,1.0,12
5556,14737KABE,ABE2001120502210721,0.10300000000000001,N,127.0,1.0,132.0,1.0,12
5557,14737KABE,ABE2001120502220722,0.105,N,131.0,1.0,131.0,1.0,12
5558,14737KABE,ABE2001120502230723,0.11599999999999999,N,127.0,0.0,121.0,0.0,12
5562,14737KABE,ABE2001120502270727,0.124,N,100.0,1.0,100.0,2.0,12
5615,14737KABE,ABE2001120503200820,0.11900000000000001,N,101.0,0.0,133.0,0.0,12
5616,14737KABE,ABE2001120503210821,0.12,N,123.0,0.0,133.0,0.0,12
5617,14737KABE,ABE2001120503220822,0.11900000000000001,N,133.0,0.0,133.0,0.0,12
5618,14737KABE,ABE2001120503230823,0.11900000000000001,N,133.0,0.0,133.0,0.0,12
5619,14737KABE,ABE2001120503240824,0.11800000000000001,N,150.0,0.0,195.0,0.0,12
5620,14737KABE,ABE2001120503250825,0.12,N,167.0,0.0,146.0,1.0,12
5621,14737KABE,ABE2001120503260826,0.11900000000000001,N,155.0,1.0,136.0,1.0,12
5622,14737KABE,ABE2001120503270827,0.12,N,139.0,1.0,140.0,1.0,12
5623,14737KABE,ABE2001120503280828,0.12,N,148.0,1.0,172.0,1.0,12
5624,14737KABE,ABE2001120503290829,0.12,N,167.0,1.0,172.0,1.0,12
5625,14737KABE,ABE2001120503300830,0.122,N,179.0,1.0,191.0,2.0,12
5626,14737KABE,ABE2001120503310831,0.121,N,185.0,2.0,186.0,2.0,12
5627,14737KABE,ABE2001120503320832,0.12,N,181.0,2.0,173.0,2.0,12
5628,14737KABE,ABE2001120503330833,0.122,N,177.0,2.0,177.0,2.0,12
5629,14737KABE,ABE2001120503340834,0.12300000000000001,N,177.0,2.0,180.0,2.0,12
5630,14737KABE,ABE2001120503350835,0.12300000000000001,N,184.0,1.0,166.0,1.0,12
5631,14737KABE,ABE2001120503360836,0.12,N,162.0,1.0,115.0,2.0,12
5632,14737KABE,ABE2001120503370837,0.129,N,132.0,2.0,157.0,2.0,12
5633,14737KABE,ABE2001120503380838,0.124,N,145.0,2.0,164.0,2.0,12
5634,14737KABE,ABE2001120503390839,0.124,N,158.0,2.0,159.0,2.0,12
5635,14737KABE,ABE2001120503400840,0.127,N,163.0,2.0,166.0,2.0,12
5636,14737KABE,ABE2001120503410841,0.129,N,167.0,2.0,168.0,2.0,12
5637,14737KABE,ABE2001120503420842,0.132,N,164.0,2.0,159.0,2.0,12
5638,14737KABE,ABE2001120503430843,0.128,N,160.0,2.0,162.0,2.0,12
5639,14737KABE,ABE2001120503440844,0.129,N,167.0,2.0,183.0,2.0,12
5640,14737KABE,ABE2001120503450845,0.128,N,179.0,2.0,189.0,2.0,12
5701,14737KABE,ABE2001120504460946,0.13,N,237.0,0.0,161.0,0.0,12
5708,14737KABE,ABE2001120504530953,0.121,N,191.0,2.0,188.0,2.0,12
5709,14737KABE,ABE2001120504540954,0.12300000000000001,N,192.0,3.0,196.0,3.0,12
5738,14737KABE,ABE2001120505231023,0.134,N,208.0,2.0,187.0,3.0,12
5740,14737KABE,ABE2001120505251025,0.11,N,205.0,5.0,194.0,6.0,12
6023,14737KABE,ABE2001120510081508,0.08800000000000001,D,196.0,4.0,173.0,7.0,12
6029,14737KABE,ABE2001120510141514,0.09,D,210.0,4.0,197.0,4.0,12
6047,14737KABE,ABE2001120510321532,0.094,D,203.0,7.0,199.0,7.0,12
6048,14737KABE,ABE2001120510331533,0.09300000000000001,D,200.0,7.0,196.0,7.0,12
6054,14737KABE,ABE2001120510391539,0.092,D,211.0,5.0,196.0,5.0,12
6058,14737KABE,ABE2001120510431543,0.09300000000000001,D,199.0,5.0,195.0,5.0,12
6059,14737KABE,ABE2001120510441544,0.09300000000000001,D,199.0,5.0,195.0,5.0,12
6071,14737KABE,ABE2001120510561556,0.086,D,203.0,4.0,192.0,4.0,12
6077,14737KABE,ABE2001120511021602,0.086,D,197.0,6.0,187.0,5.0,12
6080,14737KABE,ABE2001120511051605,0.085,D,197.0,4.0,189.0,5.0,12
6082,14737KABE,ABE2001120511071607,0.08,D,198.0,5.0,195.0,6.0,12
6083,14737KABE,ABE2001120511081608,0.08,D,189.0,5.0,184.0,6.0,12
6087,14737KABE,ABE2001120511121612,0.08199999999999999,D,212.0,4.0,199.0,4.0,12
6093,14737KABE,ABE2001120511181618,0.08,D,205.0,4.0,190.0,4.0,12
6114,14737KABE,ABE2001120511391639,0.071,D,208.0,7.0,198.0,8.0,12
6120,14737KABE,ABE2001120511451645,0.066,D,214.0,7.0,192.0,8.0,12
6121,14737KABE,ABE2001120511461646,0.071,D,202.0,7.0,183.0,8.0,12
6123,14737KABE,ABE2001120511481648,0.076,D,193.0,7.0,189.0,8.0,12
6125,14737KABE,ABE2001120511501650,0.081,D,197.0,8.0,197.0,8.0,12
6126,14737KABE,ABE2001120511511651,0.076,D,196.0,8.0,197.0,9.0,12
6127,14737KABE,ABE2001120511521652,0.08,D,199.0,8.0,198.0,9.0,12
6128,14737KABE,ABE2001120511531653,0.078,D,197.0,8.0,188.0,8.0,12
6135,14737KABE,ABE2001120512001700,0.076,D,204.0,7.0,198.0,8.0,12
6136,14737KABE,ABE2001120512011701,0.079,D,198.0,7.0,186.0,8.0,12
6137,14737KABE,ABE2001120512021702,0.079,D,194.0,7.0,189.0,8.0,12
6138,14737KABE,ABE2001120512031703,0.077,D,203.0,7.0,199.0,8.0,12
6139,14737KABE,ABE2001120512041704,0.077,D,211.0,7.0,198.0,8.0,12
6146,14737KABE,ABE2001120512111711,0.073,D,204.0,7.0,199.0,9.0,12
6164,14737KABE,ABE2001120512291729,0.07200000000000001,D,211.0,5.0,198.0,6.0,12
6165,14737KABE,ABE2001120512301730,0.075,D,203.0,6.0,190.0,8.0,12
6166,14737KABE,ABE2001120512311731,0.075,D,196.0,7.0,189.0,8.0,12
6170,14737KABE,ABE2001120512351735,0.07400000000000001,D,193.0,8.0,185.0,9.0,12
6171,14737KABE,ABE2001120512361736,0.069,D,192.0,8.0,191.0,9.0,12
6173,14737KABE,ABE2001120512381738,0.067,D,198.0,7.0,197.0,8.0,12
6175,14737KABE,ABE2001120512401740,0.073,D,192.0,8.0,191.0,9.0,12
6176,14737KABE,ABE2001120512411741,0.069,D,194.0,9.0,197.0,9.0,12
6178,14737KABE,ABE2001120512431743,0.07,D,202.0,8.0,198.0,9.0,12
6188,14737KABE,ABE2001120512531753,0.073,D,208.0,7.0,198.0,9.0,12
6192,14737KABE,ABE2001120512571757,0.069,D,208.0,9.0,199.0,9.0,12
6401,14737KABE,ABE2001120516262126,0.071,D,199.0,3.0,193.0,3.0,12
6402,14737KABE,ABE2001120516272127,0.07200000000000001,D,193.0,3.0,186.0,3.0,12
6403,14737KABE,ABE2001120516282128,0.07200000000000001,D,187.0,2.0,179.0,2.0,12
6404,14737KABE,ABE2001120516292129,0.07200000000000001,D,183.0,2.0,180.0,2.0,12
6405,14737KABE,ABE2001120516302130,0.071,D,181.0,2.0,179.0,3.0,12
6406,14737KABE,ABE2001120516312131,0.073,D,184.0,3.0,183.0,3.0,12
6407,14737KABE,ABE2001120516322132,0.07400000000000001,D,186.0,3.0,185.0,3.0,12
6410,14737KABE,ABE2001120516352135,0.07400000000000001,D,198.0,2.0,193.0,2.0,12
6411,14737KABE,ABE2001120516362136,0.075,D,194.0,2.0,189.0,2.0,12
6421,14737KABE,ABE2001120516462146,0.077,D,200.0,2.0,199.0,2.0,12
6422,14737KABE,ABE2001120516472147,0.077,D,199.0,2.0,198.0,3.0,12
6528,14737KABE,ABE2001120518332333,0.076,N,211.0,2.0,176.0,2.0,12
6529,14737KABE,ABE2001120518342334,0.078,N,187.0,3.0,174.0,5.0,12
6531,14737KABE,ABE2001120518362336,0.083,N,189.0,4.0,183.0,4.0,12
6532,14737KABE,ABE2001120518372337,0.083,N,184.0,3.0,174.0,3.0,12
6533,14737KABE,ABE2001120518382338,0.08199999999999999,N,175.0,3.0,165.0,3.0,12
6534,14737KABE,ABE2001120518392339,0.083,N,169.0,2.0,178.0,2.0,12
6535,14737KABE,ABE2001120518402340,0.08199999999999999,N,177.0,2.0,180.0,2.0,12
6557,14737KABE,ABE2001120519020002,0.084,N,225.0,3.0,186.0,6.0,12
6784,14737KABE,ABE2001120522490349,0.092,N,221.0,1.0,197.0,1.0,12
6785,14737KABE,ABE2001120522500350,0.091,N,218.0,1.0,198.0,1.0,12
6898,14737KABE,ABE2001120600430543,0.114,N,314.0,0.0,199.0,0.0,12
6951,14737KABE,ABE2001120601360636,0.106,N,222.0,0.0,199.0,0.0,12
6952,14737KABE,ABE2001120601370637,0.10400000000000001,N,206.0,0.0,197.0,1.0,12
6953,14737KABE,ABE2001120601380638,0.102,N,197.0,0.0,197.0,0.0,12
6954,14737KABE,ABE2001120601390639,0.102,N,197.0,0.0,197.0,0.0,12
6955,14737KABE,ABE2001120601400640,0.10300000000000001,N,197.0,0.0,197.0,0.0,12
6956,14737KABE,ABE2001120601410641,0.10300000000000001,N,197.0,0.0,197.0,0.0,12
6957,14737KABE,ABE2001120601420642,0.10300000000000001,N,197.0,0.0,197.0,0.0,12
6958,14737KABE,ABE2001120601430643,0.1,N,197.0,0.0,197.0,0.0,12
6960,14737KABE,ABE2001120601450645,0.10099999999999999,N,110.0,0.0,103.0,1.0,12
6961,14737KABE,ABE2001120601460646,0.10099999999999999,N,105.0,1.0,119.0,1.0,12
6962,14737KABE,ABE2001120601470647,0.10099999999999999,N,114.0,1.0,121.0,1.0,12
6963,14737KABE,ABE2001120601480648,0.10099999999999999,N,120.0,1.0,117.0,1.0,12
7003,14737KABE,ABE2001120602280728,0.102,N,127.0,0.0,146.0,0.0,12
7004,14737KABE,ABE2001120602290729,0.102,N,141.0,0.0,146.0,0.0,12
7005,14737KABE,ABE2001120602300730,0.10400000000000001,N,146.0,0.0,146.0,0.0,12
7006,14737KABE,ABE2001120602310731,0.10300000000000001,N,132.0,0.0,109.0,1.0,12
7126,14737KABE,ABE2001120604310931,0.11599999999999999,N,203.0,1.0,192.0,1.0,12
7127,14737KABE,ABE2001120604320932,0.115,N,189.0,1.0,190.0,1.0,12
7128,14737KABE,ABE2001120604330933,0.11599999999999999,N,190.0,1.0,190.0,1.0,12
7129,14737KABE,ABE2001120604340934,0.11599999999999999,N,188.0,1.0,185.0,1.0,12
7130,14737KABE,ABE2001120604350935,0.115,N,185.0,1.0,185.0,1.0,12
7131,14737KABE,ABE2001120604360936,0.115,N,185.0,1.0,185.0,1.0,12
7147,14737KABE,ABE2001120604520952,0.105,N,204.0,1.0,175.0,1.0,12
7148,14737KABE,ABE2001120604530953,0.10300000000000001,N,175.0,1.0,171.0,1.0,12
7149,14737KABE,ABE2001120604540954,0.10400000000000001,N,168.0,1.0,163.0,2.0,12
7150,14737KABE,ABE2001120604550955,0.10400000000000001,N,167.0,2.0,164.0,2.0,12
7151,14737KABE,ABE2001120604560956,0.105,N,168.0,1.0,162.0,2.0,12
7152,14737KABE,ABE2001120604570957,0.109,N,167.0,1.0,161.0,2.0,12
7153,14737KABE,ABE2001120604580958,0.11,N,172.0,2.0,186.0,2.0,12
7256,14737KABE,ABE2001120606411141,0.098,N,273.0,0.0,167.0,0.0,12
7257,14737KABE,ABE2001120606421142,0.09699999999999999,N,189.0,0.0,148.0,0.0,12
7258,14737KABE,ABE2001120606431143,0.096,N,164.0,0.0,191.0,1.0,12
7259,14737KABE,ABE2001120606441144,0.096,N,174.0,1.0,171.0,1.0,12
7260,14737KABE,ABE2001120606451145,0.102,N,168.0,1.0,149.0,2.0,12
7261,14737KABE,ABE2001120606461146,0.10300000000000001,N,151.0,2.0,151.0,3.0,12
7262,14737KABE,ABE2001120606471147,0.10400000000000001,N,150.0,2.0,152.0,3.0,12
7263,14737KABE,ABE2001120606481148,0.102,N,160.0,2.0,177.0,2.0,12
7264,14737KABE,ABE2001120606491149,0.107,N,183.0,2.0,177.0,2.0,12
7271,14737KABE,ABE2001120606561156,0.113,N,283.0,0.0,137.0,0.0,12
7272,14737KABE,ABE2001120606571157,0.115,N,200.0,1.0,148.0,1.0,12
7273,14737KABE,ABE2001120606581158,0.11699999999999999,N,146.0,1.0,178.0,1.0,12
7275,14737KABE,ABE2001120607001200,0.11900000000000001,N,161.0,0.0,184.0,0.0,12
7289,14737KABE,ABE2001120607141214,0.125,N,202.0,1.0,176.0,1.0,12
7290,14737KABE,ABE2001120607151215,0.121,N,175.0,1.0,176.0,1.0,12
7291,14737KABE,ABE2001120607161216,0.11900000000000001,N,170.0,0.0,165.0,1.0,12
7363,14737KABE,ABE2001120608281328,0.11599999999999999,D,141.0,0.0,160.0,1.0,12
7364,14737KABE,ABE2001120608291329,0.11,D,157.0,1.0,161.0,1.0,12
7365,14737KABE,ABE2001120608301330,0.107,D,161.0,1.0,161.0,1.0,12
7366,14737KABE,ABE2001120608311331,0.10400000000000001,D,161.0,1.0,162.0,1.0,12
7367,14737KABE,ABE2001120608321332,0.102,D,161.0,1.0,161.0,1.0,12
7368,14737KABE,ABE2001120608331333,0.10099999999999999,D,167.0,1.0,183.0,1.0,12
7369,14737KABE,ABE2001120608341334,0.099,D,173.0,1.0,177.0,1.0,12
7370,14737KABE,ABE2001120608351335,0.099,D,177.0,1.0,180.0,1.0,12
7371,14737KABE,ABE2001120608361336,0.1,D,183.0,1.0,182.0,3.0,12
7378,14737KABE,ABE2001120608431343,0.095,D,215.0,1.0,170.0,1.0,12
7380,14737KABE,ABE2001120608451345,0.096,D,198.0,1.0,187.0,2.0,12
7381,14737KABE,ABE2001120608461346,0.096,D,196.0,1.0,176.0,2.0,12
7382,14737KABE,ABE2001120608471347,0.094,D,197.0,2.0,190.0,2.0,12
7384,14737KABE,ABE2001120608491349,0.099,D,196.0,2.0,191.0,2.0,12
7385,14737KABE,ABE2001120608501350,0.102,D,196.0,2.0,197.0,2.0,12
7386,14737KABE,ABE2001120608511351,0.107,D,200.0,2.0,198.0,2.0,12
7388,14737KABE,ABE2001120608531353,0.105,D,203.0,1.0,192.0,2.0,12
7391,14737KABE,ABE2001120608561356,0.105,D,202.0,1.0,191.0,1.0,12
7392,14737KABE,ABE2001120608571357,0.10300000000000001,D,200.0,1.0,183.0,2.0,12
7396,14737KABE,ABE2001120609011401,0.109,D,199.0,2.0,199.0,2.0,12
7399,14737KABE,ABE2001120609041404,0.111,D,220.0,1.0,198.0,2.0,12
7403,14737KABE,ABE2001120609081408,0.111,D,212.0,2.0,171.0,2.0,12
7404,14737KABE,ABE2001120609091409,0.114,D,191.0,2.0,181.0,3.0,12
7405,14737KABE,ABE2001120609101410,0.11699999999999999,D,192.0,3.0,182.0,4.0,12
7409,14737KABE,ABE2001120609141414,0.124,D,211.0,2.0,193.0,3.0,12
7422,14737KABE,ABE2001120609271427,0.122,D,214.0,2.0,195.0,2.0,12
8317,14737KABE,ABE2001120703210821,0.426,N,114.0,0.0,117.0,0.0,12
8318,14737KABE,ABE2001120703220822,0.409,N,117.0,0.0,117.0,0.0,12
8319,14737KABE,ABE2001120703230823,0.4,N,117.0,0.0,117.0,0.0,12
8320,14737KABE,ABE2001120703240824,0.401,N,122.0,0.0,155.0,0.0,12
8321,14737KABE,ABE2001120703250825,0.41600000000000004,N,144.0,1.0,161.0,2.0,12
8322,14737KABE,ABE2001120703260826,0.475,N,164.0,2.0,176.0,2.0,12
8323,14737KABE,ABE2001120703270827,0.53,N,174.0,2.0,186.0,2.0,12
8324,14737KABE,ABE2001120703280828,0.514,N,188.0,2.0,193.0,2.0,12
8337,14737KABE,ABE2001120703410841,0.46,N,195.0,2.0,192.0,2.0,12
8356,14737KABE,ABE2001120704000900,4.4319999999999995,N,208.0,2.0,195.0,2.0,12
8357,14737KABE,ABE2001120704010901,2.2569999999999997,N,199.0,2.0,197.0,2.0,12
8558,14737KABE,ABE2001120707221222,0.922,D,196.0,3.0,192.0,4.0,12
8559,14737KABE,ABE2001120707231223,0.7190000000000001,D,189.0,3.0,182.0,3.0,12
8560,14737KABE,ABE2001120707241224,0.9009999999999999,D,187.0,2.0,187.0,3.0,12
8561,14737KABE,ABE2001120707251225,1.499,D,189.0,3.0,191.0,3.0,12
8562,14737KABE,ABE2001120707261226,2.428,D,191.0,3.0,197.0,3.0,12
8563,14737KABE,ABE2001120707271227,1.7469999999999999,D,197.0,2.0,193.0,3.0,12
8619,14737KABE,ABE2001120708231323,0.624,D,202.0,4.0,198.0,4.0,12
8702,14737KABE,ABE2001120709461446,0.45899999999999996,D,205.0,6.0,189.0,9.0,12
8710,14737KABE,ABE2001120709541454,0.493,D,211.0,5.0,198.0,7.0,12
8711,14737KABE,ABE2001120709551455,0.5479999999999999,D,203.0,6.0,191.0,6.0,12
8712,14737KABE,ABE2001120709561456,0.5770000000000001,D,200.0,6.0,197.0,6.0,12
8713,14737KABE,ABE2001120709571457,0.609,D,201.0,6.0,195.0,6.0,12
8774,14737KABE,ABE2001120710581558,0.327,D,208.0,7.0,199.0,9.0,12
8776,14737KABE,ABE2001120711001600,0.374,D,204.0,7.0,198.0,8.0,12
8789,14737KABE,ABE2001120711131613,0.431,D,204.0,7.0,196.0,8.0,12
8803,14737KABE,ABE2001120711271627,0.342,D,202.0,6.0,199.0,8.0,12
9398,14737KABE,ABE2001120721220222,0.05,N,166.0,1.0,169.0,1.0,12
9399,14737KABE,ABE2001120721230223,0.05,N,166.0,1.0,166.0,1.0,12
9400,14737KABE,ABE2001120721240224,0.05,N,173.0,1.0,186.0,1.0,12
9401,14737KABE,ABE2001120721250225,0.05,N,185.0,1.0,191.0,1.0,12
9402,14737KABE,ABE2001120721260226,0.05,N,183.0,0.0,175.0,0.0,12
9403,14737KABE,ABE2001120721270227,0.05,N,175.0,0.0,174.0,1.0,12
9404,14737KABE,ABE2001120721280228,0.05,N,171.0,1.0,160.0,1.0,12
9405,14737KABE,ABE2001120721290229,0.05,N,158.0,1.0,147.0,1.0,12
9406,14737KABE,ABE2001120721300230,0.05,N,148.0,1.0,151.0,1.0,12
9407,14737KABE,ABE2001120721310231,0.05,N,150.0,1.0,151.0,1.0,12
9408,14737KABE,ABE2001120721320232,0.05,N,153.0,1.0,163.0,1.0,12
9409,14737KABE,ABE2001120721330233,0.05,N,161.0,1.0,162.0,1.0,12
9410,14737KABE,ABE2001120721340234,0.05,N,166.0,1.0,170.0,1.0,12
9411,14737KABE,ABE2001120721350235,0.05,N,169.0,1.0,174.0,1.0,12
9412,14737KABE,ABE2001120721360236,0.05,N,178.0,1.0,174.0,1.0,12
9677,14737KABE,ABE2001120802010701,0.055,N,102.0,3.0,109.0,4.0,12
9678,14737KABE,ABE2001120802020702,0.055999999999999994,N,111.0,4.0,105.0,4.0,12
9679,14737KABE,ABE2001120802030703,0.055999999999999994,N,108.0,4.0,105.0,4.0,12
9680,14737KABE,ABE2001120802040704,0.055,N,105.0,4.0,108.0,4.0,12
9696,14737KABE,ABE2001120802200720,0.054000000000000006,N,103.0,2.0,112.0,2.0,12
9697,14737KABE,ABE2001120802210721,0.055,N,108.0,2.0,107.0,2.0,12
9698,14737KABE,ABE2001120802220722,0.055,N,113.0,2.0,117.0,2.0,12
9699,14737KABE,ABE2001120802230723,0.055999999999999994,N,117.0,2.0,114.0,2.0,12
9700,14737KABE,ABE2001120802240724,0.057,N,117.0,1.0,113.0,2.0,12
9701,14737KABE,ABE2001120802250725,0.055,N,110.0,2.0,122.0,2.0,12
9702,14737KABE,ABE2001120802260726,0.057,N,109.0,1.0,113.0,1.0,12
9703,14737KABE,ABE2001120802270727,0.055,N,113.0,1.0,107.0,1.0,12
9855,14737KABE,ABE2001120804590959,0.076,N,105.0,2.0,108.0,2.0,12
10340,14737KABE,ABE2001120813041804,0.147,D,103.0,3.0,142.0,4.0,12
10341,14737KABE,ABE2001120813051805,0.149,D,127.0,3.0,138.0,4.0,12
10342,14737KABE,ABE2001120813061806,0.151,D,134.0,2.0,150.0,4.0,12
10343,14737KABE,ABE2001120813071807,0.155,D,142.0,3.0,162.0,4.0,12
10344,14737KABE,ABE2001120813081808,0.157,D,154.0,4.0,163.0,4.0,12
10345,14737KABE,ABE2001120813091809,0.16699999999999998,D,163.0,4.0,167.0,5.0,12
10346,14737KABE,ABE2001120813101810,0.16899999999999998,D,164.0,3.0,175.0,3.0,12
10347,14737KABE,ABE2001120813111811,0.149,D,166.0,2.0,177.0,2.0,12
10348,14737KABE,ABE2001120813121812,0.12,D,175.0,1.0,174.0,2.0,12
10349,14737KABE,ABE2001120813131813,0.113,D,180.0,1.0,174.0,2.0,12
10350,14737KABE,ABE2001120813141814,0.121,D,165.0,1.0,145.0,2.0,12
10357,14737KABE,ABE2001120813211821,0.146,D,105.0,3.0,108.0,3.0,12
10358,14737KABE,ABE2001120813221822,0.141,D,115.0,3.0,122.0,4.0,12
10359,14737KABE,ABE2001120813231823,0.149,D,117.0,3.0,113.0,3.0,12
10360,14737KABE,ABE2001120813241824,0.157,D,109.0,3.0,102.0,4.0,12
10361,14737KABE,ABE2001120813251825,0.153,D,107.0,3.0,105.0,4.0,12
10362,14737KABE,ABE2001120813261826,0.153,D,107.0,2.0,105.0,3.0,12
10954,14737KABE,ABE2001120921180218,0.076,N,260.0,2.0,169.0,2.0,12
10955,14737KABE,ABE2001120921190219,0.07400000000000001,N,199.0,2.0,181.0,3.0,12
10956,14737KABE,ABE2001120921200220,0.069,N,173.0,3.0,170.0,3.0,12
10957,14737KABE,ABE2001120921210221,0.067,N,176.0,3.0,174.0,3.0,12
10958,14737KABE,ABE2001120921220222,0.067,N,176.0,3.0,180.0,3.0,12
